0.4	0.0054427083
0.8	0.010140625
1.2	0.0150911458
1.6	0.0203541666
2	0.0258151041
2.4	0.0313854166
2.8	0.0374166666
3.2	0.0436354166
3.6	0.0501223958
4	0.0566953125
